market,date,rainfall_mm
kansanga,2022-05-23,31.0
kansanga,2022-05-24,34.1
kansanga,2022-05-25,37.2
kansanga,2022-05-26,3.1
kansanga,2022-05-27,6.2
kansanga,2022-05-28,9.3
kansanga,2022-05-29,12.4
kansanga,2022-05-30,15.5
kansanga,2022-05-31,18.6
kansanga,2022-06-01,21.7
kansanga,2022-06-02,24.8
kansanga,2022-06-03,27.9
kansanga,2022-06-04,31.0
kansanga,2022-06-05,34.1
kansanga,2022-06-06,37.2
kansanga,2022-06-07,3.1
kansanga,2022-06-08,6.2
kansanga,2022-06-09,9.3
kansanga,2022-06-10,12.4
kansanga,2022-06-11,15.5
kansanga,2022-06-12,18.6
kansanga,2022-06-13,21.7
kansanga,2022-06-14,24.8
kansanga,2022-06-15,27.9
kansanga,2022-06-16,31.0
kansanga,2022-06-17,34.1
kansanga,2022-06-18,37.2
kansanga,2022-06-19,3.1
kansanga,2022-06-20,6.2
kansanga,2022-06-21,9.3
kansanga,2022-06-22,12.4
kansanga,2022-06-23,15.5
kansanga,2022-06-24,18.6
kansanga,2022-06-25,21.7
kansanga,2022-06-26,24.8
kansanga,2022-06-27,27.9
kansanga,2022-06-28,31.0
kansanga,2022-06-29,34.1
kansanga,2022-06-30,37.2
